feature1	feature2	r
CD8+CD69+_Raw	NK cells (% of CD3- CD45+)_Raw	-0.0079
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+CD69+_Raw	-0.2481
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+CD69+_Raw	0.0543
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+CD69+_Raw	-0.1906
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+CD69+_Raw	0.0486
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+CD69+_Raw	-0.0373
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+CD69+_Raw	-0.0158
CD8+CD103+_Raw	CD8+CD90+_Raw	0.0128
CD8+CD127+_Raw	CD8+CD90+_Raw	-0.076
CD8+ Central Memory_Raw	CD8+CD90+_Raw	0.0293
CD8+CD90+_Raw	CD8+Effector Memory_Raw	0.2239
CD8+CD90+_Raw	CD8+Effector Memory TD_Raw	-0.0858
CD8+CD90+_Raw	CD8+FoxP3+CD25+_Raw	-0.022
CD8+CD90+_Raw	CD8+Va7.2+CD161+_Raw	-0.0401
CD8+CD90+_Raw	CD8+Naïve_Raw	-0.1658
CD8+CD90+_Raw	CD8+PD1+_Raw	-0.0512
CD8+CD90+_Raw	CD8+PDL1+_Raw	0.1208
CD8+CD38+HLA-DR+_Raw	CD8+CD90+_Raw	-0.011
CD8+CD38+HLA-DR-_Raw	CD8+CD90+_Raw	0.1159
B cells (% of CD3- CD45+)_Raw	CD8+CD90+_Raw	-0.0225
CD8+CD90+_Raw	NK cells (% of CD3- CD45+)_Raw	-0.04
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+CD90+_Raw	-0.1288
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+CD90+_Raw	0.172
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+CD90+_Raw	-0.1678
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+CD90+_Raw	-0.0043
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+CD90+_Raw	-0.0236
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+CD90+_Raw	-0.0334
CD8+CD103+_Raw	CD8+CD127+_Raw	0.1553
CD8+ Central Memory_Raw	CD8+CD103+_Raw	0.1868
CD8+CD103+_Raw	CD8+Effector Memory_Raw	0.1246
CD8+CD103+_Raw	CD8+Effector Memory TD_Raw	-0.1351
CD8+CD103+_Raw	CD8+FoxP3+CD25+_Raw	-0.0007
CD8+CD103+_Raw	CD8+Va7.2+CD161+_Raw	-0.0297
CD8+CD103+_Raw	CD8+Naïve_Raw	0.0287
CD8+CD103+_Raw	CD8+PD1+_Raw	-0.0342
CD8+CD103+_Raw	CD8+PDL1+_Raw	0.0133
CD8+CD103+_Raw	CD8+CD38+HLA-DR+_Raw	0.0127
CD8+CD103+_Raw	CD8+CD38+HLA-DR-_Raw	-0.022
B cells (% of CD3- CD45+)_Raw	CD8+CD103+_Raw	-0.0368
CD8+CD103+_Raw	NK cells (% of CD3- CD45+)_Raw	-0.0911
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+CD103+_Raw	0.02
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+CD103+_Raw	0.1133
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+CD103+_Raw	-0.1302
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+CD103+_Raw	-0.0343
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+CD103+_Raw	0.0175
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+CD103+_Raw	-0.0089
CD8+ Central Memory_Raw	CD8+CD127+_Raw	0.4321
CD8+CD127+_Raw	CD8+Effector Memory_Raw	-0.2792
CD8+CD127+_Raw	CD8+Effector Memory TD_Raw	-0.3162
CD8+CD127+_Raw	CD8+FoxP3+CD25+_Raw	0.0172
CD8+CD127+_Raw	CD8+Va7.2+CD161+_Raw	0.0811
CD8+CD127+_Raw	CD8+Naïve_Raw	0.3485
CD8+CD127+_Raw	CD8+PD1+_Raw	0.1627
CD8+CD127+_Raw	CD8+PDL1+_Raw	-0.141
CD8+CD127+_Raw	CD8+CD38+HLA-DR+_Raw	-0.076
CD8+CD127+_Raw	CD8+CD38+HLA-DR-_Raw	-0.1385
B cells (% of CD3- CD45+)_Raw	CD8+CD127+_Raw	-0.0516
CD8+CD127+_Raw	NK cells (% of CD3- CD45+)_Raw	-0.1194
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+CD127+_Raw	0.3013
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+CD127+_Raw	-0.096
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+CD127+_Raw	0.1427
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+CD127+_Raw	-0.016
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+CD127+_Raw	-0.1025
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+CD127+_Raw	0.0006
CD8+ Central Memory_Raw	CD8+Effector Memory_Raw	-0.1038
CD8+ Central Memory_Raw	CD8+Effector Memory TD_Raw	-0.5878
CD8+ Central Memory_Raw	CD8+FoxP3+CD25+_Raw	0.0473
CD8+ Central Memory_Raw	CD8+Va7.2+CD161+_Raw	-0.0149
CD8+ Central Memory_Raw	CD8+Naïve_Raw	-0.1643
CD8+ Central Memory_Raw	CD8+PD1+_Raw	0.3438
CD8+ Central Memory_Raw	CD8+PDL1+_Raw	-0.1179
CD8+ Central Memory_Raw	CD8+CD38+HLA-DR+_Raw	0.0699
CD8+ Central Memory_Raw	CD8+CD38+HLA-DR-_Raw	-0.1606
B cells (% of CD3- CD45+)_Raw	CD8+ Central Memory_Raw	-0.0044
CD8+ Central Memory_Raw	NK cells (% of CD3- CD45+)_Raw	-0.1575
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+ Central Memory_Raw	0.2399
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+ Central Memory_Raw	-0.0226
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+ Central Memory_Raw	0.0095
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+ Central Memory_Raw	-0.1142
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+ Central Memory_Raw	-0.0445
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+ Central Memory_Raw	-0.0451
CD8+Effector Memory TD_Raw	CD8+Effector Memory_Raw	0.1675
CD8+Effector Memory_Raw	CD8+FoxP3+CD25+_Raw	0.0125
CD8+Effector Memory_Raw	CD8+Va7.2+CD161+_Raw	-0.2486
CD8+Effector Memory_Raw	CD8+Naïve_Raw	-0.3186
CD8+Effector Memory_Raw	CD8+PD1+_Raw	-0.2061
CD8+Effector Memory_Raw	CD8+PDL1+_Raw	0.15
CD8+CD38+HLA-DR+_Raw	CD8+Effector Memory_Raw	-0.0785
CD8+CD38+HLA-DR-_Raw	CD8+Effector Memory_Raw	0.1633
B cells (% of CD3- CD45+)_Raw	CD8+Effector Memory_Raw	0.0824
CD8+Effector Memory_Raw	NK cells (% of CD3- CD45+)_Raw	-0.2147
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+Effector Memory_Raw	-0.2068
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+Effector Memory_Raw	0.6465
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+Effector Memory_Raw	-0.2918
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+Effector Memory_Raw	-0.0073
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+Effector Memory_Raw	0.0926
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+Effector Memory_Raw	0.0203
CD8+Effector Memory TD_Raw	CD8+FoxP3+CD25+_Raw	-0.0374
CD8+Effector Memory TD_Raw	CD8+Va7.2+CD161+_Raw	-0.0839
CD8+Effector Memory TD_Raw	CD8+Naïve_Raw	0.2719
CD8+Effector Memory TD_Raw	CD8+PD1+_Raw	-0.2986
CD8+Effector Memory TD_Raw	CD8+PDL1+_Raw	0.0343
CD8+CD38+HLA-DR+_Raw	CD8+Effector Memory TD_Raw	-0.0208
CD8+CD38+HLA-DR-_Raw	CD8+Effector Memory TD_Raw	-0.0318
B cells (% of CD3- CD45+)_Raw	CD8+Effector Memory TD_Raw	0.0647
CD8+Effector Memory TD_Raw	NK cells (% of CD3- CD45+)_Raw	0.0747
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+Effector Memory TD_Raw	0.135
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+Effector Memory TD_Raw	0.1482
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+Effector Memory TD_Raw	0.1867
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+Effector Memory TD_Raw	0.0182
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+Effector Memory TD_Raw	0.1158
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+Effector Memory TD_Raw	0.066
CD8+FoxP3+CD25+_Raw	CD8+Va7.2+CD161+_Raw	-0.0024
CD8+FoxP3+CD25+_Raw	CD8+Naïve_Raw	0.04
CD8+FoxP3+CD25+_Raw	CD8+PD1+_Raw	-0.0162
CD8+FoxP3+CD25+_Raw	CD8+PDL1+_Raw	0.0351
CD8+CD38+HLA-DR+_Raw	CD8+FoxP3+CD25+_Raw	0.0312
CD8+CD38+HLA-DR-_Raw	CD8+FoxP3+CD25+_Raw	-0.0657
B cells (% of CD3- CD45+)_Raw	CD8+FoxP3+CD25+_Raw	-0.0115
CD8+FoxP3+CD25+_Raw	NK cells (% of CD3- CD45+)_Raw	-0.0017
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+FoxP3+CD25+_Raw	-0.0125
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+FoxP3+CD25+_Raw	-0.0585
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+FoxP3+CD25+_Raw	-0.0075
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+FoxP3+CD25+_Raw	0.002
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+FoxP3+CD25+_Raw	0.0004
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+FoxP3+CD25+_Raw	-0.0366
CD8+Naïve_Raw	CD8+Va7.2+CD161+_Raw	0.2842
CD8+PD1+_Raw	CD8+Va7.2+CD161+_Raw	0.0801
CD8+PDL1+_Raw	CD8+Va7.2+CD161+_Raw	0.0226
CD8+CD38+HLA-DR+_Raw	CD8+Va7.2+CD161+_Raw	0.0021
CD8+CD38+HLA-DR-_Raw	CD8+Va7.2+CD161+_Raw	0.1618
B cells (% of CD3- CD45+)_Raw	CD8+Va7.2+CD161+_Raw	-0.0343
CD8+Va7.2+CD161+_Raw	NK cells (% of CD3- CD45+)_Raw	0.1755
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+Va7.2+CD161+_Raw	-0.1901
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+Va7.2+CD161+_Raw	-0.1582
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+Va7.2+CD161+_Raw	-0.0492
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+Va7.2+CD161+_Raw	-0.0088
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+Va7.2+CD161+_Raw	0.0321
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+Va7.2+CD161+_Raw	-0.0439
CD8+Naïve_Raw	CD8+PD1+_Raw	-0.1053
CD8+Naïve_Raw	CD8+PDL1+_Raw	-0.0345
CD8+CD38+HLA-DR+_Raw	CD8+Naïve_Raw	-0.0197
CD8+CD38+HLA-DR-_Raw	CD8+Naïve_Raw	-0.0072
B cells (% of CD3- CD45+)_Raw	CD8+Naïve_Raw	0.148
CD8+Naïve_Raw	NK cells (% of CD3- CD45+)_Raw	0.1351
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+Naïve_Raw	0.167
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+Naïve_Raw	-0.0511
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+Naïve_Raw	0.1733
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+Naïve_Raw	0.0472
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+Naïve_Raw	-0.0244
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+Naïve_Raw	0.0383
CD8+PD1+_Raw	CD8+PDL1+_Raw	-0.109
CD8+CD38+HLA-DR+_Raw	CD8+PD1+_Raw	0.0931
CD8+CD38+HLA-DR-_Raw	CD8+PD1+_Raw	-0.2417
B cells (% of CD3- CD45+)_Raw	CD8+PD1+_Raw	-0.064
CD8+PD1+_Raw	NK cells (% of CD3- CD45+)_Raw	0.0698
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+PD1+_Raw	0.2311
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+PD1+_Raw	-0.3016
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+PD1+_Raw	0.208
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+PD1+_Raw	-0.0721
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+PD1+_Raw	-0.0053
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+PD1+_Raw	-0.0456
CD8+CD38+HLA-DR+_Raw	CD8+PDL1+_Raw	0.0054
CD8+CD38+HLA-DR-_Raw	CD8+PDL1+_Raw	0.117
B cells (% of CD3- CD45+)_Raw	CD8+PDL1+_Raw	-0.0349
CD8+PDL1+_Raw	NK cells (% of CD3- CD45+)_Raw	0.0199
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+PDL1+_Raw	-0.1492
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+PDL1+_Raw	0.1542
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+PDL1+_Raw	-0.185
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+PDL1+_Raw	0.0346
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+PDL1+_Raw	-0.0252
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+PDL1+_Raw	-0.0802
CD8+CD38+HLA-DR+_Raw	CD8+CD38+HLA-DR-_Raw	0.0161
B cells (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR+_Raw	-0.1351
CD8+CD38+HLA-DR+_Raw	NK cells (% of CD3- CD45+)_Raw	0.095
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR+_Raw	0.1249
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+CD38+HLA-DR+_Raw	-0.152
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+CD38+HLA-DR+_Raw	-0.0081
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+CD38+HLA-DR+_Raw	-0.0143
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR+_Raw	0.0177
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR+_Raw	-0.055
B cells (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR-_Raw	-0.0421
CD8+CD38+HLA-DR-_Raw	NK cells (% of CD3- CD45+)_Raw	-0.0099
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR-_Raw	-0.2941
CD14+16- Classical Monocytes (% of parent)_Raw	CD8+CD38+HLA-DR-_Raw	0.2296
CD14-16+ NonClassical Monocytes (% of parent)_Raw	CD8+CD38+HLA-DR-_Raw	-0.4158
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD8+CD38+HLA-DR-_Raw	-0.0557
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR-_Raw	-0.0406
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD8+CD38+HLA-DR-_Raw	-0.022
B cells (% of CD3- CD45+)_Raw	NK cells (% of CD3- CD45+)_Raw	-0.1303
B cells (% of CD3- CD45+)_Raw	CD14+ Monocytes (% of CD3- CD45+)_Raw	-0.0034
B cells (% of CD3- CD45+)_Raw	CD14+16- Classical Monocytes (% of parent)_Raw	0.2238
B cells (% of CD3- CD45+)_Raw	CD14-16+ NonClassical Monocytes (% of parent)_Raw	0.1515
B cells (% of CD3- CD45+)_Raw	CD14+16+ Intermediate Monocytes (% of parent)_Raw	-0.0368
B cells (% of CD3- CD45+)_Raw	CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	-0.0737
B cells (% of CD3- CD45+)_Raw	CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	0.0473
CD14+ Monocytes (% of CD3- CD45+)_Raw	NK cells (% of CD3- CD45+)_Raw	-0.0993
CD14+16- Classical Monocytes (% of parent)_Raw	NK cells (% of CD3- CD45+)_Raw	-0.1505
CD14-16+ NonClassical Monocytes (% of parent)_Raw	NK cells (% of CD3- CD45+)_Raw	0.0746
CD14+16+ Intermediate Monocytes (% of parent)_Raw	NK cells (% of CD3- CD45+)_Raw	0.0085
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	NK cells (% of CD3- CD45+)_Raw	0.0018
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	NK cells (% of CD3- CD45+)_Raw	-0.025
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD14+16- Classical Monocytes (% of parent)_Raw	-0.0891
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD14-16+ NonClassical Monocytes (% of parent)_Raw	0.4256
CD14+ Monocytes (% of CD3- CD45+)_Raw	CD14+16+ Intermediate Monocytes (% of parent)_Raw	-0.0012
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD14+ Monocytes (% of CD3- CD45+)_Raw	0.1316
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD14+ Monocytes (% of CD3- CD45+)_Raw	0.0844
CD14+16- Classical Monocytes (% of parent)_Raw	CD14-16+ NonClassical Monocytes (% of parent)_Raw	-0.1179
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD14+16- Classical Monocytes (% of parent)_Raw	-0.1903
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD14+16- Classical Monocytes (% of parent)_Raw	0.0419
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD14+16- Classical Monocytes (% of parent)_Raw	0.0148
CD14+16+ Intermediate Monocytes (% of parent)_Raw	CD14-16+ NonClassical Monocytes (% of parent)_Raw	0.0323
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD14-16+ NonClassical Monocytes (% of parent)_Raw	0.0456
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD14-16+ NonClassical Monocytes (% of parent)_Raw	0.1028
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD14+16+ Intermediate Monocytes (% of parent)_Raw	-0.0715
CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	CD14+16+ Intermediate Monocytes (% of parent)_Raw	0.048
CD11c+CD123-cDCs (% of CD3- CD45+)_Raw	CD11c-CD123+pDCs (% of CD3- CD45+)_Raw	0.0686
